hate_category_1,hate_category_2,explanation,english,Amharic,afaan_oromo,Tigregna,otherspellings
Gender,,"According to CIR workshop participants, although this term directly translates to 'a woman's child' and refers to kids being raised by single mothers, contextually it means 'weak', 'coward' or 'rude'. The term is used as an insult, regardless of whether a person is raised by both parents or not. It is derogatory and misogynistic, suggesting that people who are not raised well must have lacked male leadership. During the CIR & TikTok workshop, this was explored further. It revealed that the absence of fathers, or being raised by single mothers are explicitly used to challenge a person’s masculinity or to imply that someone is socially inferior. For example, ""Seta set"" when said to men means they aren't masculine enough.",feminine,ሴታሴት,Ijoollee Akkoon guddiste,,
Gender,,"According to CIR workshop participants, although this term directly translates to 'a woman's child' and refers to kids being raised by single mothers, contextually it means 'weak', 'coward' or 'rude'. The term is used as an insult, regardless of whether a person is raised by both parents or not. It is derogatory and misogynistic, suggesting that people who are not raised well must have lacked male leadership. During the CIR & TikTok workshop, this was explored further. It revealed that the absence of fathers, or being raised by single mothers are explicitly used to challenge a person’s masculinity or to imply that someone is socially inferior. For example, ""Seta set"" when said to men means they aren't masculine enough.",,ፌሜ,Hintala,,
Gender,,"According to CIR workshop participants, it is common to see the word rape online within abusive messages like ""I will rape you"", ""she wants to be raped"". ",rape,መድፈር,Gudeeddii,ምዕማፅ,???*
Gender,,"According to CIR workshop participants, it is common to see the word rape online within abusive messages like ""I will rape you"", ""she wants to be raped"". ",,,Gudeeduu,,
Gender,,"According to CIR workshop participants, “rapist” is used as a slur to intimidate, shame, or falsely accuse individuals, weaponising sexual violence to control, humiliate, or silence the target.",rapist,ደፋሪ,Humnaan Gudeedaa,ዝዕምፅ,
Gender,,"According to CIR workshop participants, “rapist” is used as a slur to intimidate, shame, or falsely accuse individuals, weaponising sexual violence to control, humiliate, or silence the target.",,አመፀኛ,Gudeedaa,አማጺ,
Gender,,"According to CIR and TikTok workshop participants, feminist activists are often portrayed as “man-hating,” “against culture and religion,” “ugly,” or “unwanted” and “resentful,” with such labels used to delegitimise their activism, victim-blame, and silence survivors. ",Resentful,ቂመኛ,,,
Gender,,"According to CIR workshop participants, “rude” is used to delegitimise speech or behaviour, dismissing assertiveness or disagreement in both men and women as improper.",Rude,ባለጌ,Baalagee,ባዕለገ,
Gender,,"According to CIR workshop participants, “rude” is used to delegitimise speech or behaviour, dismissing assertiveness or disagreement in both men and women as improper.",,,kan safuu hin beekne,,
Gender,,"According to CIR workshop participants, “sassy” is often directed at women to mock confidence or assertiveness, implying that speaking up is undesirable.",sassy,ስድ,Kachachaltuu,ስዲ,
Gender,,"According to CIR workshop participants, “sassy” is often directed at women to mock confidence or assertiveness, implying that speaking up is undesirable.",,,Kachachalaa,,
Gender,,"According to CIR workshop participants, “sassy” is often directed at women to mock confidence or assertiveness, implying that speaking up is undesirable.",,,Guddis Badii,,
Gender,,"According to CIR workshop participants, “scandalous” targets anyone who defies social or sexual norms, framing independence or personal choices as immoral or improper. More often used to target women than men.",Scandalous,ወራዳ,Salphoo,ውርደተኛ,
Gender,,"According to CIR workshop participants, “scarlet women” is a historic misogynistic term used to shame women for perceived sexual immorality or socially deviant behaviour.",scarlet women,ጋለሞታ,Akka Feetee,ቐላል,
Gender,,"According to CIR workshop participants, “seductress” sexualises and blames women for others’ desire or actions, implying they are responsible for men’s behaviour.",seductress,አሻፋጅ,Bololchituu,መሻፈዲ,
Gender,,"According to CIR workshop participants, “seductress” sexualises and blames women for others’ desire or actions, implying they are responsible for men’s behaviour.",,,Toosiftuu,,
Gender,,"According to CIR workshop participants, “seductress” sexualises and blames women for others’ desire or actions, implying they are responsible for men’s behaviour.",,,Hawwattuu,,
Gender,,"According to CIR workshop participants, “sensitive” is used to belittle emotional expression, dismissing feelings and reactions of both men and women as weakness.",sensitive,ስሜታዊ,Miiroftuu,ኣብ ቀረባ ዘሎ,
Gender,,"According to CIR workshop participants, “sensitive” is used to belittle emotional expression, dismissing feelings and reactions of both men and women as weakness.",,ስሱ,,,
Gender,,"According to CIR workshop participants, “sex” is weaponised in abusive messages to shame, objectify, or intimidate, reducing the target’s value to sexual behaviour or conduct. It is also often found in abusive and sexualised rhetoric so can act as an identifier of harm.",sex,ወሲብ,Quunnamtii Saalaa,ጾታዊ ርክብ,
Gender,,"According to CIR workshop participants, “sex” is weaponised in abusive messages to shame, objectify, or intimidate, reducing the target’s value to sexual behaviour or conduct. It is also often found in abusive and sexualised rhetoric so can act as an identifier of harm.",intercourse,ጾታዊ ግንኙነት,,,
Gender,,"According to CIR workshop participants, “sex” is weaponised in abusive messages to shame, objectify, or intimidate, reducing the target’s value to sexual behaviour or conduct. It is also often found in abusive and sexualised rhetoric so can act as an identifier of harm.",coitus,ግብረ ስጋ,,,
Gender,,"According to CIR workshop participants, “sex” is weaponised in abusive messages to shame, objectify, or intimidate, reducing the target’s value to sexual behaviour or conduct. It is also often found in abusive and sexualised rhetoric so can act as an identifier of harm.",,ግብረ ሥጋ ግንኙነት,,,
Gender,,"According to CIR workshop participants, “sex” is weaponised in abusive messages to shame, objectify, or intimidate, reducing the target’s value to sexual behaviour or conduct. It is also often found in abusive and sexualised rhetoric so can act as an identifier of harm.",,ሩካቤ,,,
