hate_category_1,hate_category_2,explanation,english,amharic,afaan_oromo,tigregna,otherspellings,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, calling a woman “lippy” (impertinent or mouthy) is a dismissive way to silence challenge or critique, framing assertiveness as rude rather than legitimate.",,,Himimsituu,,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, calling a woman “lippy” (impertinent or mouthy) is a dismissive way to silence challenge or critique, framing assertiveness as rude rather than legitimate.",,,waccabartuu,,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, describing a woman as “loose” sexualises and degrades her, implying moral judgement and justifying social ostracism or abuse.",loose,??,Laphe laafettii,???? ????,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, describing a woman as “loose” sexualises and degrades her, implying moral judgement and justifying social ostracism or abuse.",,,Ija laaftuu,,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, describing a woman as “loose” sexualises and degrades her, implying moral judgement and justifying social ostracism or abuse.",,,madaqxuu,,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, describing a woman as “loose” sexualises and degrades her, implying moral judgement and justifying social ostracism or abuse.",,,Naalchtuu,,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, labelling a woman “maid” diminishes her to a servile role and is often used to demean women of lower socio-economic status or to imply lesser social worth. For example, CIR & TikTok workshop participants noted how ""intala maadaamii"" means ""servant or maid"" while ""gardaammee"" can mean ""house maid"". These words are used for women.",maid,???,Garadii,?????? ???,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, labelling a woman “maid” diminishes her to a servile role and is often used to demean women of lower socio-economic status or to imply lesser social worth. For example, CIR & TikTok workshop participants noted how ""intala maadaamii"" means ""servant or maid"" while ""gardaammee"" can mean ""house maid"". These words are used for women.",house maid,,Garbittii,,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, labelling a woman “maid” diminishes her to a servile role and is often used to demean women of lower socio-economic status or to imply lesser social worth. For example, CIR & TikTok workshop participants noted how ""intala maadaamii"" means ""servant or maid"" while ""gardaammee"" can mean ""house maid"". These words are used for women.",servant,,Ergamtuu,,,,,,,,,,,,,,,,,,,,,,
,,"According to CIR workshop participants, labelling a woman “maid” diminishes her to a servile role and is often used to demean women of lower socio-economic status or to imply lesser social worth. For example, CIR & TikTok workshop participants noted how ""intala maadaamii"" means ""servant or maid"" while ""gardaammee"" can mean ""house maid"". These words are used for women.",maiden,,intala maadaamii,,,,,,,,,,,,,,,,,,,,,,
,,"According to CIR workshop participants, labelling a woman “maid” diminishes her to a servile role and is often used to demean women of lower socio-economic status or to imply lesser social worth. For example, CIR & TikTok workshop participants noted how ""intala maadaamii"" means ""servant or maid"" while ""gardaammee"" can mean ""house maid"". These words are used for women.",,,gardaammee,,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, labelling a woman “maid” diminishes her to a servile role and is often used to demean women of lower socio-economic status or to imply lesser social worth. For example, CIR & TikTok workshop participants noted how ""intala maadaamii"" means ""servant or maid"" while ""gardaammee"" can mean ""house maid"". These words are used for women.",,,Hojjettuu manaa,,,,,,,,,,,,,,,,,,,,,,
,,"According to CIR and TikTok workshop participants, this phrase is used to shame someone for wearing make up.",make up,????,,,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR and TikTok workshop participants, the phrase “make me a sandwich” is a sarcastic gendered put-down used to trivialise women’s contributions and reinforce a patronising assumption that domestic service is their primary function.",Make me a sandwich,???? ????,,???? ?????,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR and TikTok workshop participants, the phrase “make me a sandwich” is a sarcastic gendered put-down used to trivialise women’s contributions and reinforce a patronising assumption that domestic service is their primary function.",go make me a sandwich,?? ???? ????,,,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR and TikTok workshop participants, the phrase “make me a sandwich” is a sarcastic gendered put-down used to trivialise women’s contributions and reinforce a patronising assumption that domestic service is their primary function.",you belong in the kitchen,?? ???? ????,,,,,,,,,,,,,,,,,,,,,,,
,,"According to CIR and TikTok workshop participants, the phrase “make me a sandwich” is a sarcastic gendered put-down used to trivialise women’s contributions and reinforce a patronising assumption that domestic service is their primary function.",makehercook,?? ??? ???,,,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR and TikTok workshop participants, the phrase “make me a sandwich” is a sarcastic gendered put-down used to trivialise women’s contributions and reinforce a patronising assumption that domestic service is their primary function.",women are only good for kitchen or bed,??? ?????? ???? ?? ???? ??,,,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR and TikTok workshop participants, the phrase “make me a sandwich” is a sarcastic gendered put-down used to trivialise women’s contributions and reinforce a patronising assumption that domestic service is their primary function.",Mannerless,??,guddis-badii,,luuxii ,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR and TikTok workshop participants, the phrase “make me a sandwich” is a sarcastic gendered put-down used to trivialise women’s contributions and reinforce a patronising assumption that domestic service is their primary function.",ill mannered,??? ???,,,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, “man-hater” is used to delegitimise women’s critiques of patriarchy or gender inequality, portraying them as irrationally hostile to men.",man-hater,??? ???,kan dhiira jibbitu,?? ????,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, “man-hater” is used to delegitimise women’s critiques of patriarchy or gender inequality, portraying them as irrationally hostile to men.",men-hater,,Qoollifattuu,??? ??,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, “man-hater” is used to delegitimise women’s critiques of patriarchy or gender inequality, portraying them as irrationally hostile to men.",man-hating,,Nadhoo dhiira seexxaatu,,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, “man-hater” is used to delegitimise women’s critiques of patriarchy or gender inequality, portraying them as irrationally hostile to men.",,,Qofa Galeettii,,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, “man-hater” is used to delegitimise women’s critiques of patriarchy or gender inequality, portraying them as irrationally hostile to men.",,,Farra Dhiiraa,,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, “menopausal” is often weaponised to dismiss or ridicule women’s behaviour, framing natural biological changes as evidence of irrationality, moodiness, or diminished competence.",menopausal,????,Qoorfattuu,??????? ,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, “menopausal” is often weaponised to dismiss or ridicule women’s behaviour, framing natural biological changes as evidence of irrationality, moodiness, or diminished competence.",,,Gadameessa qoore,???? ?????,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, “menopausal” is often weaponised to dismiss or ridicule women’s behaviour, framing natural biological changes as evidence of irrationality, moodiness, or diminished competence.",,,Dullattii,,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, “menopausal” is often weaponised to dismiss or ridicule women’s behaviour, framing natural biological changes as evidence of irrationality, moodiness, or diminished competence.",,,Dubartii Biwila fixatte,,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, “menopausal” is often weaponised to dismiss or ridicule women’s behaviour, framing natural biological changes as evidence of irrationality, moodiness, or diminished competence.",,,Jaartii,,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, references to menstruation are used to shame women, portraying them as weak, emotional, or incapable of leadership because of normal biological processes.",menstrual ,????,Haadha Laguu,????,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, references to menstruation are used to shame women, portraying them as weak, emotional, or incapable of leadership because of normal biological processes.",,,Dhiigduu,,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, references to menstruation are used to shame women, portraying them as weak, emotional, or incapable of leadership because of normal biological processes.",,,Dhimmistuu,,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, references to menstruation are used to shame women, portraying them as weak, emotional, or incapable of leadership because of normal biological processes.",,,Kan dhiigi irraa hin qoorre,,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, “misandrist” labels women who critique male privilege as hating men, mirroring the tactic of “man-hater” and seeking to silence feminist voices.",misandrist,??? ??,Dubartii Dhiira jibbitu,??? ????? ???,,,,,,,,,,,,,,,,,,,,,
Gender,,"According to CIR workshop participants, “mistress” is used to shame women involved in extramarital relationships, implying moral failings and reducing women’s identity to sexual behaviour.",mistress,??? ,Sanyoo,???,Dubartoota dhiirota ispoortiin beekamtii argatanii,,,,,,,,,,,,,,,,,,,,
